wind_speed,swr,c_relax_C,qual
1,1,0.003,53312.7216897546
0.822576304986528,1.0347437337161,0.00259962157994898,57824.1474907103
0.88969967440271,1.07670532246725,0.00281245491405426,59012.4167856334
0.977400417503275,0.92626724514391,0.0033180759453888,52049.6841895188
1.04870624789075,0.811798637364583,0.00402368647763433,63114.4667983858
0.993639131537282,1.05980677687701,0.00349296138797866,56608.8712207659
0.937702459588628,0.818551202906979,0.00304832561603886,53992.6768793172
0.974228851579298,0.88738217856405,0.00314445991560701,56721.0992181208
0.930286883434432,0.99637348632308,0.00355362028869883,54313.9022929261
0.960407229350638,0.868588155104483,0.00373463502802408,57779.1518024074
0.93249011739883,1.1073425628033,0.00269782578132149,59849.6205576958
0.877608214972467,0.875973904327139,0.00351579995207241,58604.9928295979
0.978693883189925,0.874600247443906,0.00350329059119226,56580.8646678514
0.920182604892526,0.917626799761757,0.00303741809897475,52096.3775180031
0.88104899492797,0.833301929690401,0.00306695215923371,63190.0632295796
0.854645759701245,0.956496606562194,0.00321721047809776,54961.4586570295
1.09978324383085,1.06015101205116,0.00335327052965678,46534.5850027893
1.11980915050404,1.07063899083602,0.00374817766113057,44910.1774766364
1.21994202150657,1.14414992737463,0.00394399635755926,39474.0583129169
1.13703794694285,0.906855379587714,0.00387205261205805,58354.7444209107
1.32045751800833,1.0433215890266,0.00431683209137066,33491.0323716238
1.22881770081418,1.08069109149359,0.00425078091624677,47205.5021437467
1.37511679741256,1.25510624779889,0.00453663605862598,29369.1741174264
1.40138577267187,1.34785579702251,0.00494220082231995,27449.411663054
1.66208404010107,1.32267734804311,0.00513389165107869,12921.7738892844
1.64450338799426,1.26851882515214,0.0054950484024851,10029.7460573174
1.59721312032303,1.40989489626296,0.00601354004397946,18582.1143697248
1.56461274554488,1.16918562886668,0.00573004222868583,19262.573394416
1.76701155974695,1.2275426910227,0.00530550651350143,8124.82185555438
1.82471838087518,1.21455261938965,0.00473348558240686,7653.08640836576
1.73562258850339,1.32528538370298,0.00448729145393969,12733.8452796239
1.88053066558892,1.12362956449281,0.00439098342090144,14498.6664706798
1.66890646510564,1.32086168505116,0.00489585812609738,12750.0043289279
1.78240156664591,1.24835480541941,0.00483820739882929,8851.43264728638
1.84214717235749,1.2292337167418,0.00442160944440933,8095.09678794857
1.89362751107358,1.35981209518796,0.0049913276819761,14619.3366251206
1.78601989173869,1.35978904988935,0.00449817709914571,14692.0843972411
1.91613752054217,1.09168170954528,0.00437431159748138,13469.0034804508
1.81491797261212,1.20833074732997,0.00471204962589696,7603.74162177925
1.79922917070832,1.14760656875258,0.00460951256023541,15202.6209382131
1.87288414593334,1.19106234467682,0.00500394177570924,7259.21907898575
2.01572244574654,1.21941857206564,0.00473489174446898,7977.57181414889
1.79005084655776,1.2973507383277,0.00505395018570146,11008.2866009007
1.93934768262297,1.08887403986119,0.00509705839816289,7305.03473512391
1.99876100154244,1.15139846263641,0.00491344294803839,6537.55662808004
2.02540704091812,0.986509004152765,0.00498655113767555,9500.72865599785
1.95062951345984,1.10021722152105,0.00488154034142827,7107.08304787856
